,Unnamed: 0,twitterid,Date,User,Tweet,source,likes,replycount,retweets
568,68,1.21E+18,26-12-2019,Avatar_Patrick,"@Delta @MarleeMatlin ""Okay, we'll add captions*"" much easier and shorter response.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",255,1,3
569,69,1.21E+18,26-12-2019,CaptionAction3,"@Delta @MarleeMatlin You're missing the point totally, Delta. Deaf people want equal access to the SAME devices (aka the seat back) as hearing people! Not to have to use an ""alternative option.""","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",291,2,7
570,70,1.21E+18,26-12-2019,JasonAltmann,@Delta @MarleeMatlin What if an individual doesn’t have a personal electronic device???,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",154,2,0
571,71,1.21E+18,26-12-2019,Delta,@MarleeMatlin Thanks for keeping us accountable as we work to create more inclusive experiences. Most of our aircraft w/ seatback screens have closed captioning. We apologize that your flight does not have this feature yet &amp; we appreciate your patience as we work to upgrade our fleet. OSB,"<a href=""https://www.lithium.com"" rel=""nofollow"">Khoros CX</a>",406,78,17
572,72,1.21E+18,26-12-2019,DarthLux,lmao onlyfans is blocked on the delta sky club wifi... they really trying to keep a hoe down...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",672,24,7
573,73,1.21E+18,26-12-2019,CeeEyes,"@MarleeMatlin @Delta There are a lot of us with mild to moderate hearing loss who,  in the interest of not damaging our hearing further,  opt for closed caption rather than turning up the volume,  especially when in an environment with a lot of ambient noise.  Like a jet.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",391,5,12
574,74,1.21E+18,26-12-2019,storieland,@MarleeMatlin @Delta I am so surprised and disappointed this is the current situation. Ironically I read your tweet while watching you on TV. https://t.co/Dh7EcrQEYo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",162,5,2
575,75,1.21E+18,26-12-2019,geetlegirl,@MarleeMatlin @lrogers66821 @Delta Just flew Delta with our deaf child and was disappointed by this as well.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",254,0,13
576,76,1.21E+18,26-12-2019,GoldretrieverUS,"He's coming home with M&amp;D.  Hey @Delta am I doing this right?

#dogcelebration #welovedogsusa #cutenessoverload 
(Fondly_finley IG) https://t.co/50oTXD2rkj","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",305,1,16
577,77,1.21E+18,26-12-2019,OpTicMaNiaC,"This is a test tweet to see if this trash @Delta WiFi I just bought can even send a tweet because it sure as hell cant load a YouTube video. 

- TestNiaC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",343,7,3
578,78,1.21E+18,26-12-2019,hvtiaf,"Into the sunset. Adieu...
The last swing winger

Make way for Delta https://t.co/qVPYRET0QR","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",543,13,101
579,79,1.21E+18,26-12-2019,PalmerReport,Hey @Delta fix this! https://t.co/y5HekuClZt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",343,3,95
580,80,1.21E+18,26-12-2019,MarleeMatlin,"Sad to see that my preferred airline, @Delta flight 1998 has provisions for various languages and audio description for in-flight entertainment but no closed captions for deaf and hard of hearing flyers. #noaccess #stillwaiting for #ADAcompliance https://t.co/CXnmqbHSDB","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",41396,960,9083
581,81,1.21E+18,26-12-2019,dstinc1913,"Happy Kwanzaa from Delta Sigma Theta Sorority, Incorporated! #DST1913 #JoyInOurSisterhood #PowerInOurVoice #ServiceInOurHeart https://t.co/I6ZTtAPd07","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",458,3,165
582,82,1.21E+18,26-12-2019,ShellenbergerMD,"@GavinNewsom Over the last decade, the number of homeless in America declined 10%; in California, it grew 22%. 

And yet “resistance to dealing with it remains endemic among ruling Democrats &amp; in nominally progressive cities”

https://t.co/doEI9gITXB","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",976,32,305
583,83,1.21E+18,26-12-2019,realalexramos,"My sister just lost her job at Delta as a flight attendant.

You know what’s even scarier?

They didn’t warn her beforehand.

Gonna wire her $5,000 to help her out.

YOUR JOB DOESNT CARE ABOUT YOU.

START THAT BUSINESS.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",460,13,60
584,84,1.21E+18,26-12-2019,EveryBat,"BAT #513
The dragon tube-nosed bat (Nyctimene draconilla) is endemic to the island of New Guinea.

(Photo: Ulla Lohmann) https://t.co/I7FIY0BvDK","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",385,1,90
585,85,1.21E+18,26-12-2019,FishGuyKai,"This is Graphium milon, a close relative and an “island endemic” sister to the Graphium sarpedon lineage - commonly known as “green triangles” or “bluebottles”. The blue cells are hyaline, and when facing the sun really lights up like a plasma cannon. So electric. https://t.co/JpaMzpG54L","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",134,2,28
586,86,1.21E+18,26-12-2019,phidelt,"On Christmas day 1848, 6 men were among a group of @miamiuniversity students who didn’t attempt to go home for the holidays due to perilous winter conditions. The next day, Phi Delta Theta was created. Today, we celebrate 171 years of Friendship, Sound Learning, &amp; Rectitude. ⚔️ https://t.co/DkByewZZxC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",295,3,85
587,87,1.21E+18,26-12-2019,Delta,"🌎 👈 Spin, point, go.","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",603,66,83
588,88,1.21E+18,26-12-2019,jackiantonovich,"As a historian of medicine, my students often ask me what future scenario I’m most afraid of - (spread of Ebola, some unknown pandemic, plague, etc.)
I always tell them the rise of antibiotic resistance combined with the lack of antibiotic research is what terrifies me most. https://t.co/EUVuC86a1t","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",358,11,126
589,89,1.21E+18,26-12-2019,DrOlusesan,"Somebody expelled from Delta State University at 100 level disappeared for 3 months, returned &amp; was mobilized for NYSC with a degree from a Cotonou University. Its high time FG began to scrutinize degrees presented from the west coast countries. This also requires border closure.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",390,34,164
590,90,1.21E+18,26-12-2019,FishGuyKai,"Sulawesi was so amazing that we’re literally heading back again this Saturday, and we’ll be spending new year’s there. My aim was to find and photograph two endemic species of swordtails. We only found one, and you know I can’t go back to Sydney without finding the other! https://t.co/tWMCCCJ9Va","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",173,2,42
591,91,1.21E+18,26-12-2019,KyleRudolph,"🚨🚨 The big man left (2) tickets to this weeks @Vikings game in my stocking!! RT for your chance to sit in the @Delta 360 club as we take on the bears in the final home game of the season!! It’s easy just hit RT!! 🚨🚨 

#WPMOYChallenge Rudolph","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3436,405,15321
592,92,1.21E+18,26-12-2019,VPSecretariat,"Vice President visiting various facilities at Delta Hospital after its inauguration in Rajahmundry, Andhra Pradesh today. https://t.co/ED6KYEfTC4","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",304,7,25
593,93,1.21E+18,26-12-2019,ShellenbergerMD,"Over last decade, the number of homeless in America declined 10%; in California, it grew 22%. And yet “resistance to dealing with it remains endemic among ruling Democrats &amp; in nominally progressive cities”

Bravo @sfchronicle 

It’s time for real action 

https://t.co/doEI9gITXB","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",851,53,338
594,94,1.21E+18,26-12-2019,CoachTonyLotti,"My dad worked for @Delta for 36 years &amp; passed away suddenly at work. Almost 20 years later, on Christmas Day today, his grandson arrived in Pasadena on a Delta jet to play in the big one, the Rose Bowl Game. No doubt in my mind my pops was there to see him &amp; he’s very proud! https://t.co/AB8CxzUsmK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",459,4,12
595,95,1.21E+18,25-12-2019,Pinboard,"Delta just announced that a flight from Seattle to Las Vegas was oversold, and offered $500 and a free hotel stay to volunteers. No one took the offer. Now I am dying to hear everybody's must-get-to-Vegas-on-Christmas story.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",151,7,11
596,96,1.21E+18,25-12-2019,JustJaremi,"The horrible reviews of Cats makes me want to watch it

But I'll wait till it is free on Delta so I dont have to actually waste money.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",451,20,9
597,97,1.21E+18,25-12-2019,ParrotOfTheDay,"#ParrotOTD 26 December: Kea (Nestor notabilis), endemic to alpine regions of the South Island of New Zealand. Endangered and declining due to introduced predators and other human factors. Pic by Andrej Chudý https://t.co/KuRjlKzm4f https://t.co/s3fbRakINt","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",201,7,56
598,98,1.21E+18,25-12-2019,SixPersistsBlue,"This is why you have to get your vaccinations even when the disease is not endemic. So long as there are those who refuse out of ignorance, there will always be a pathway for infection.

#MeaslesForXmas 
#VaccinesCauseAdults https://t.co/FNyGh27Z6L https://t.co/o4xBh9YB41","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",161,7,122
599,99,1.21E+18,25-12-2019,DSGovernment,"The Delta Governor, Sen. Ifeanyi Okowa, has condemned in strong terms Tuesdays's attack on former President Goodluck Jonathan at his Otuoke home in Bayelsa. https://t.co/qzO5G9EfeS","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",286,43,80
600,100,1.21E+18,25-12-2019,deltagamma,"Though we will celebrate Founders Day on March 15, today is a special day for Delta Gammas!

Founded at Christmastime in 1873, our beloved sisterhood began 146 years ago today. ⚓💛💗💙 https://t.co/D1cC4OwZDm","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",516,0,178
601,101,1.21E+18,25-12-2019,ebpetroff,"Merry Christmas from me, Delta, and our matching dinosaur Christmas pajamas! ❤️🎄🦖✨
(This time with a picture, duh) https://t.co/1RVusH58zI","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",166,12,2
602,102,1.21E+18,25-12-2019,delaneypv15,"y’all,

I got a Delta planner for Christmas with quotes from famous Black women. 

they got Harriet Tubman in here saying “Every great dream starts with a dreamer.”

she did not say that lmao.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818,16,70
603,103,1.21E+18,25-12-2019,segalink,We also use this opportunity to appreciate the beginning of deployments of new CPs to troubled states. We commend the IGP for the deployment of a New CP to Delta State. #EndImpunity 🚔 https://t.co/Hh4z7dlYJE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",178,6,44
604,104,1.21E+18,25-12-2019,luistroyano,"2/2 ...however this is only because of amazing @NHSuk pros including @SalfordRoyalNHS @gi_upper @TheChristieNHS @StockportNHS @BilalAlkhaffaf and the many other NHS teams who have cared for me this year will continue into next year. Thank you, I literally owe you my life.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",173,8,1
605,105,1.21E+18,25-12-2019,Pandemic_Times,"Robert DeNiro on @MMFlint's podcast:

""We let Rupert Murdoch become an American citizen, and look what he did. Look what he did! He's a fucking disgrace.""

Merry Christmas to the Murdoch Crime Family.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",180,11,56
606,106,1.21E+18,25-12-2019,OMOIYAWAEC77,"Merry Christmas to my Christian brothers and sisters. God bless, Yoruba, Hausa, Igbo, Delta,Tiv, and so on. God bless the two most powerful men in Africa ( Buhari&amp;Osibanjo) most importantly God bless the greatest nation on earth(Nigeria).Ani Shoribu o. Ameen. Alhaji OMO IYA WAEC.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",187,7,34
607,107,1.21E+18,25-12-2019,welshref,"Against the odds, Mum is getting more and more responsive, although in a lot of pain from the collapse. Some @NHSuk superstars have just brought me tea and biscuits. With all your kind words and wishes, could it still be a fair Christmas? I bloody hope so! https://t.co/gSiI7RTUT8","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",287,30,2
608,108,1.21E+18,25-12-2019,ThatBronzeGirl,I opened one or my gifts early so now its a wine and Pandemic kind of night 💉 https://t.co/RxxsPtPGSh,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",435,23,1
609,109,1.21E+18,25-12-2019,Evidence,at xmas party filling out an online delta flight survey.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",161,4,9
610,110,1.21E+18,25-12-2019,pnwkate,Beautiful bald eagle and I wish you all a merry Christmas - filmed this afternoon 24 December 2019 in delta #baldeagle #raptors #wildlife #nature #wildvancouver #vancouverbirds #natgeo #cangeo #exploredelta #canada #MerryChristmasEve https://t.co/NPW9cPDfZB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",661,30,100
611,111,1.21E+18,24-12-2019,micfeel__,Eve was a DELTA 🐘🔺 and Adam was a QUE 🐶 !!!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",232,22,76
612,112,1.21E+18,24-12-2019,TomPodolec,"HAPPY RETIREMENT 
A fantastic moment captured as a tug driver performed his last push at Amsterdam @Schiphol Airport with this @Delta Airbus A330. Many other tug drivers joined in to celebrate the moment.
https://t.co/RKMRbSLjT3","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1227,12,213
613,113,1.21E+18,24-12-2019,TPAIN,Guys!!! @Delta found my bag and sent it back WITH EVERYTHING STILL IN IT!! Ngl I lost all faith and bought a new bag AND a new switch 😂 so I guess I’m two sling shawty now and if anybody wanna randomly play smash bros in the airport I’m well equipped for that now too😂 TY @Delta https://t.co/YU6pyTz5uA,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",2112,65,97
614,114,1.21E+18,24-12-2019,Weird_AnimaIs,"The crowned seahorse is endemic to Japan.

(Photos: David Hall) https://t.co/KA64RbDC8y","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1052,4,260
615,115,1.21E+18,24-12-2019,MonteCristo,"Endemic esports people told you league formats suck.

You listened to traditional sports people and made leagues anyway.

Yet another unnecessary step that could have been skipped by listening to the people who know the audience and industry.

At least CoD will be tournaments. https://t.co/ehT2ZdCtk7","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",375,15,26
616,116,1.21E+18,24-12-2019,claytonhickman,"#TARDISAdventCalendar 
Day 24:
Season Twenty-Four
#DoctorWho and Delta and the Bannermen.

Lovingly gift-wrapped for Christmas Eve. I wonder what it could be...? 🤔 https://t.co/ImK7zz4Krf","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",173,9,15
617,117,1.21E+18,24-12-2019,Delta_Sheppy,Merry Christmas Waffs! :D Hope everyone will have a good time with all the gifts and food! Celebrate with your loved one's💚💚💚 https://t.co/xpiPzHfB7F,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",271,11,15
618,118,1.21E+18,24-12-2019,TaiwanBirding,"I’ll applaud #Taiwan Tourism Bureau should they ever discover #Twitter, and adopt the Collared Bush-Robin as an icon. 

One of our ‘endemic’ birds - meaning found here, and nowhere else. 

觀光局 栗背林鴝 #wildTW https://t.co/vYUUxb1Qwv","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",406,7,42
619,119,1.21E+18,24-12-2019,Delirious_Dater,"A shout out to ALL the #999family NHS &amp; emergency services to say:

Thank you for all you do &amp; being there 24/7 over Christmas 💙🤍💙

Not just my home turf of Sussex but country wide!

@EastSussexFRS 
@sussex_police 
@WestSussexFire @SECAmbulance @RNLI @NHSuk @firefighters999 https://t.co/Wqd9aQiKBn","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",258,32,23
620,120,1.21E+18,24-12-2019,DGreen_14,Got the opportunity last night to meet 50 US military members and families who attended the game through @Delta’s seat exchange program. Hearing their stories &amp; how passionate they’re about the @lakers is a real reminder of why we play this game. You guys are the real heroes! 🙏🏽 https://t.co/AbqAPw3YRl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5750,70,322
621,121,1.21E+18,24-12-2019,Chelsea_Fagan,i wish i had any meaningful 2020 goals other than hitting diamond medallion status on delta but i truly don’t,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",115,4,2
622,122,1.21E+18,24-12-2019,mollypriddy,"my dad has never liked dogs. not for 67 years of his life. then he met my dog, huck, and it was love.

dad’s making it home from cancer treatments and we needed to bring huck to montana to see him.

thank you, marguerite from @Delta in MPLS, for making it happen. ❤️🎄 https://t.co/LWpncxGik3","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",438,6,3
623,123,1.21E+18,24-12-2019,nicolebyer,Two good jokes. I love flight attendant Debbie @delta give her a holiday bonus!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",793,3,4
624,124,1.21E+18,24-12-2019,nicolebyer,We landed and the flight attendant said “remember all of your belongings everyday people leave things and I get on my hands and knees and look for the glamour in my job. Just kidding I find AirPods and wallets never with money” she’s very funny. @delta give Debbie everything.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1204,2,7
625,125,1.21E+18,23-12-2019,NMAAHC,"#OTD in 1867, Madam C.J. Walker was born Sarah Breedlove to formerly enslaved parents on a plantation in Delta, Louisiana. America's first self-made millionaire, Walker developed hair products for black women.

Madam C.J. Walker’s “Wonderful Hair Grower"": https://t.co/dUaf3Hm9B8","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",208,0,96
626,126,1.21E+18,23-12-2019,Mets,"🛫 RT TO WIN 🛫

Retweet for your chance to win a $500 @Delta gift card and a home run apple figurine! #Mets25DaysOfGiving https://t.co/K80KtDMKFr","<a href=""https://www.spredfast.com"" rel=""nofollow"">Khoros Publishing App</a>",1215,96,4747
627,127,1.21E+18,23-12-2019,welshref,"Thank God for the brilliant @NHSuk. I cannot thank enough the telephonist, paramedics, doctors and nurses who saved my Mum's life today. She's had a severe stroke, but has every chance of recovery thanks to these wonderful, wonderful people. 🙏🤞👍","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",464,58,11
628,128,1.21E+18,23-12-2019,NYRangers,"First matchup of the year vs. PHI, and it carries some weight. 

#NYR | @Delta https://t.co/9ZSvLkDKQP","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",285,16,35
629,129,1.21E+18,23-12-2019,_mash_9,"Wife currently poorly in hospital and the graft them nurses etc put in is unbelievable. They truly are amazing, and they always wear a smile no matter what shite is thrown at them. They should be earning footballers wages, and footballers theirs. @NHSuk","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",159,23,6
630,130,1.21E+18,23-12-2019,MennoSwart,"Amazing video! All his colleagues show up, when the tugdriver of this @Delta A330 had his last pushback at #Schiphol airport before his retirement ✈️

#avgeek #planespotting #aviation @Schiphol https://t.co/gg00RRaRJw","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3216,43,880
631,131,1.21E+18,23-12-2019,BrizzyVoices,"It’s been delivered! Hooray @delta!

Too bad it was:
1) in the wee hours of the morning
2) to the neighbor’s house
3) left in the rain
3) with the zipper open to rain IN the bag
4) without giving me update it was delivered to search for it despite signing up for updates
🙄🙄🙄 https://t.co/7NrgnvKSqi","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293,12,6
632,132,1.21E+18,23-12-2019,SenSanders,"Amazon, Delta, Starbucks, Chevron and General Motors each paid $0 in federal taxes.
 
If these five companies paid their 21% corporate tax rate, we'd have enough revenue to end homelessness in America and stop the horror of people dying in the cold. https://t.co/6K2u42TcZA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8069,329,2570
633,133,1.21E+18,23-12-2019,JohnnyVegasReal,"Knowing you’ll be with those who need you most whilst I selfishly brag about my Festive plans, don’t forget our gratitude as a family. Please retweet &amp; share some love for @NHSuk and all the time they devote to keeping our nearest and dearest with us. We’d be lost without you X","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6016,100,1572
634,134,1.21E+18,23-12-2019,NOIweala,"With Frank Edwards @frankrichboy an amazing young gospel singer at my father’s memorial in Ogwashi Ukwu, Delta State, Nigeria. Thank you Frank for honoring my father’s memory. Thanks to all who came and all who sent messages. https://t.co/OW4frTaENg","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1320,40,79
635,135,1.21E+18,23-12-2019,Delta_Sheppy,"Ending the year in the best way possible! Passed my electrician certification with the highest grade, finally done with my education! More time to be socially active again! Can't wait to see what 2020 brings! It's looking real good so far 🤙🤙🤙💚 https://t.co/fspbS9FI1t","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",183,27,2
636,136,1.21E+18,23-12-2019,LarryMadowo,Carrots AND peas? They’re serving mashakura at the Delta Lounge in New York https://t.co/0QL4zQUJae,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1025,99,126
637,137,1.21E+18,23-12-2019,Chrisvb700,"In the southern hemisphere,
bearded vultures are endemic to
the Drakensberg mountain range in #SouthAfrica 🇿🇦. Their preference for marrow leads them to drop bones from great heights down to rocky surfaces to reveal the treat entombed inside #birds 🔆

via BeautifulNews SA 🎥 🦅 https://t.co/dG5kMJUXCl","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",193,3,114
638,138,1.21E+18,23-12-2019,pnwkate,Heron has a floofy fluffy feather stuck on the end of his beak!! 🤣 Sunday 22 December 2019 in a delta marsh @every_heron #heron #feathers #birds #vancouverbirds #wildlife #nature #natgeo #cangeo #marsh #exploredelta #deltabc #canada https://t.co/dS6NXuwFW3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",361,5,33
639,139,1.21E+18,23-12-2019,ErikSolheim,"Bravo! 
Turning grass into eco straws. Young entrepreneur in Mekong Delta is trying to wean Vietnam 🇻🇳 off it’s plastic addictions.

 https://t.co/aT2vBki7fp","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",157,9,66
640,140,1.21E+18,23-12-2019,HoodHealer,Ill be back with a more detailed report tomorrow! Aunty had to catch a flight. Thank you @Delta for making it right. https://t.co/CxenGB2zvZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",223,8,6
641,141,1.21E+18,23-12-2019,nyknicks,"RJ, Iggy and Frank talk Draft night, speaking French and more in @Delta Road Bites  🍽 https://t.co/Jw2TvCNO30","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",217,6,23
642,142,1.21E+18,22-12-2019,BrizzyVoices,I know the standard @Delta response to this is going to be “DM us so we can get this sorted for you!” But I already called. You’re working on it. But the insane lack of logic in this whole process is just confounding to me so maybe update your practices?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",225,7,5
643,143,1.21E+18,22-12-2019,BrizzyVoices,"Shout out to @Delta for this hilarious process:
1) leave my bag in Atlanta rather than boarding it on my flight to Charlotte
2) agree that night to send the bag to Augusta to ship it to my town in SC by 11am next day
3) fly bag to Charlotte later that night
4) (1/3)...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",309,15,7
644,144,1.21E+18,22-12-2019,pnwkate,Short eared owl enjoying the sunshine in the marsh in delta this Sunday 22 December 2019 #shorteatedowl #raptors #owls #birds #wildlife #nature #natgeo #cangeo #vancouverbirds #exploredelta #ethicalowlphoto #canada #pnw #deltabc https://t.co/swXIpLMyLZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",275,6,34
645,145,1.21E+18,22-12-2019,JennyTaft,Thank you Delta for the fancy seat 👍 but no live TV?!? 😟 I’ll need your best Cowboys vs Eagles updates please! https://t.co/BLNgyjizgK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",239,53,4
646,146,1.21E+18,22-12-2019,Silah_Report,"Delta Defense Group handguns are showing up across Syria and Iraq. Funny thing, that manufacturer doesn’t exist. Read more here-https://t.co/RxIlble3Za https://t.co/TTnc2viflR","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",174,13,52
647,147,1.21E+18,22-12-2019,elonmusk,"@teslaownersSV @cgpgrey Regarding 2.X to 3 hardware update, that should happen in earnest in Q1. Software feature delta was zero until now, so not much point in doing it before then.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1341,102,131
648,148,1.21E+18,22-12-2019,PNDkultureshock,"🔺 One Delta is 20 years old.
🔺 One Delta is 40 years old. 

Which is which? https://t.co/7rALdI7xsT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",634,6,158
649,149,1.21E+18,22-12-2019,lukedepulford,"Important piece in today’s Times on shocking reports that #Huawei is facilitating the mass persecution of #Uyghurs. Inconceivable that @GOVUK would allow UK taxes to support these atrocities.

Thanks @TomTugendhat and @SarahChampionMP for leading on this.
https://t.co/j2nqGvKgKc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1340,94,1095
650,150,1.21E+18,22-12-2019,BigTomD,Over the last week I’ve been completely overwhelmed by the care and kindness shown to my family from the @NHSuk it’s THE most important institution in this country and one we need to fight to keep. @NHSMillion,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",309,7,20
651,151,1.21E+18,22-12-2019,JIDsv,"@RapAristocrat @Delta Ya i see why nobody follows u Dustin, u a couple meters short of a mile. Good day","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",226,6,1
652,152,1.21E+18,22-12-2019,JIDsv,@RapAristocrat @Delta u sound like u just on my dick. Put your phone down.. L,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",220,0,1
653,153,1.21E+18,22-12-2019,JIDsv,@RapAristocrat @Delta The internet give everyone opinions and that makes people feel important but u can shut the fuck up and work hard so U can complain about shit like this too,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",578,2,23
654,154,1.21E+18,22-12-2019,JIDsv,"@Delta Look into what? Y’all just sat me in a seat with a fucked up TV and I payed all this money for this flight,, unless u gone gimme my bread back what’s the point","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",671,7,22
655,155,1.21E+18,22-12-2019,JIDsv,"flying in first class and the fucking TV don’t work on a 10 hr flight🤦🏽‍♂️
 u got me this time @Delta 👏🏾👏🏾👏🏾","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3900,65,111
